"id","arrival_airport_code","arrival_airport_terminal","change_date","deadhead","departure_airport_code","departure_airport_terminal","airline_designator","aircraft_type","number","operational_suffix","leg_sequence_number","onward_carrier","onward_flight","onward_suffix","plan_arrival_date_utc","plan_departure_date_utc","service_type","status","route_id","ofp_time_start_utc","ofp_time_end_utc","code_sharing","aircraft_reg_num","estim_blockoff_time_utc","estim_blockon_time_utc","actual_departure_date_utc","actual_arrival_date_utc","onward_flight_date","warning_status","warning_status_time","date_eng_on_utc","date_eng_off_utc","special_status","version_id","start_date_utc","comment","action_type","change_source","modification_id","class_config","leg_oper_schedule_status","flight_time","user_id","smak_id"
"1297745","SVO","B","2023-04-26T15:05:47.546442","NULL","MRV","NULL","SU","32N","1313","NULL","1","NULL","NULL","NULL","2022-12-27T19:15:00","2022-12-27T15:35:00","J","ACTIVE","139018035475460012","2022-12-27T19:15:00","2022-12-28T19:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297746","SVO","B","2023-04-26T15:05:47.546442","NULL","MRV","NULL","SU","32N","1313","NULL","1","NULL","NULL","NULL","2022-12-28T19:15:00","2022-12-28T15:35:00","J","ACTIVE","139018035475460013","2022-12-28T19:15:00","2022-12-29T19:14:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297748","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-16T14:35:00","2022-12-16T11:05:00","J","ACTIVE","139018035475630015","2022-12-16T14:35:00","2022-12-17T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297749","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-17T14:35:00","2022-12-17T11:05:00","J","ACTIVE","139018035475630016","2022-12-17T14:35:00","2022-12-18T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297750","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-18T14:35:00","2022-12-18T11:05:00","J","ACTIVE","139018035475630017","2022-12-18T14:35:00","2022-12-19T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297751","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-19T14:35:00","2022-12-19T11:05:00","J","ACTIVE","139018035475630018","2022-12-19T14:35:00","2022-12-20T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297752","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-20T14:35:00","2022-12-20T11:05:00","J","ACTIVE","139018035475630019","2022-12-20T14:35:00","2022-12-21T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297753","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-21T14:35:00","2022-12-21T11:05:00","J","ACTIVE","139018035475630020","2022-12-21T14:35:00","2022-12-22T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297754","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-22T14:35:00","2022-12-22T11:05:00","J","ACTIVE","139018035475630021","2022-12-22T14:35:00","2022-12-23T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297755","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-23T14:35:00","2022-12-23T11:05:00","J","ACTIVE","139018035475630022","2022-12-23T14:35:00","2022-12-24T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297756","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-24T14:35:00","2022-12-24T11:05:00","J","ACTIVE","139018035475630023","2022-12-24T14:35:00","2022-12-25T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297757","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-25T14:35:00","2022-12-25T11:05:00","J","ACTIVE","139018035475630024","2022-12-25T14:35:00","2022-12-26T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297758","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-26T14:35:00","2022-12-26T11:05:00","J","ACTIVE","139018035475630025","2022-12-26T14:35:00","2022-12-27T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297759","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-27T14:35:00","2022-12-27T11:05:00","J","ACTIVE","139018035475630026","2022-12-27T14:35:00","2022-12-28T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297760","MRV","NULL","2023-04-26T15:05:47.563157","NULL","SVO","B","SU","32N","1312","NULL","1","NULL","NULL","NULL","2022-12-28T14:35:00","2022-12-28T11:05:00","J","ACTIVE","139018035475630027","2022-12-28T14:35:00","2022-12-29T14:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C12,Y144","NULL","NULL","NULL","NULL"
"1297761","SVX","NULL","2023-04-26T15:05:47.57532","NULL","AER","NULL","SU","32A","2960","NULL","1","NULL","NULL","NULL","2022-12-29T04:20:00","2022-12-29T00:35:00","J","ACTIVE","139018035475750028","2022-12-29T04:20:00","2022-12-30T04:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297762","SVX","NULL","2023-04-26T15:05:47.57532","NULL","AER","NULL","SU","32A","2960","NULL","1","NULL","NULL","NULL","2022-12-30T04:20:00","2022-12-30T00:35:00","J","ACTIVE","139018035475750029","2022-12-30T04:20:00","2022-12-31T04:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297763","SVX","NULL","2023-04-26T15:05:47.57532","NULL","AER","NULL","SU","32A","2960","NULL","1","NULL","NULL","NULL","2022-12-31T04:20:00","2022-12-31T00:35:00","J","ACTIVE","139018035475750030","2022-12-31T04:20:00","2023-01-01T04:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297765","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-23T12:20:00","2022-12-23T10:35:00","J","ACTIVE","139018035475820032","2022-12-23T12:20:00","2022-12-24T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297766","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-24T12:20:00","2022-12-24T10:35:00","J","ACTIVE","139018035475820033","2022-12-24T12:20:00","2022-12-25T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-24T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297767","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-25T12:20:00","2022-12-25T10:35:00","J","ACTIVE","139018035475820034","2022-12-25T12:20:00","2022-12-26T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-25T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297768","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-26T12:20:00","2022-12-26T10:35:00","J","ACTIVE","139018035475820035","2022-12-26T12:20:00","2022-12-27T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-26T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297769","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-27T12:20:00","2022-12-27T10:35:00","J","ACTIVE","139018035475820036","2022-12-27T12:20:00","2022-12-28T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297770","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-28T12:20:00","2022-12-28T10:35:00","J","ACTIVE","139018035475820037","2022-12-28T12:20:00","2022-12-29T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-28T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297771","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-29T12:20:00","2022-12-29T10:35:00","J","ACTIVE","139018035475820038","2022-12-29T12:20:00","2022-12-30T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297772","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-30T12:20:00","2022-12-30T10:35:00","J","ACTIVE","139018035475820039","2022-12-30T12:20:00","2022-12-31T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297773","KZN","1","2023-04-26T15:05:47.582303","NULL","SVO","B","SU","32B","1190","NULL","1","NULL","NULL","NULL","2022-12-31T12:20:00","2022-12-31T10:35:00","J","ACTIVE","139018035475820040","2022-12-31T12:20:00","2023-01-01T12:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297858","SVO","B","2023-04-26T15:05:47.644611","NULL","KZN","1","SU","32B","1191","NULL","1","NULL","NULL","NULL","2022-12-23T15:10:00","2022-12-23T13:20:00","J","ACTIVE","139018035476440125","2022-12-23T15:10:00","2022-12-24T15:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297859","SVO","B","2023-04-26T15:05:47.644611","NULL","KZN","1","SU","32B","1191","NULL","1","NULL","NULL","NULL","2022-12-30T15:10:00","2022-12-30T13:20:00","J","ACTIVE","139018035476440126","2022-12-30T15:10:00","2022-12-31T15:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297872","SVO","B","2023-04-26T15:05:47.657497","NULL","MMK","NULL","SU","320","1327","NULL","1","NULL","NULL","NULL","2022-12-17T04:35:00","2022-12-17T02:10:00","J","ACTIVE","139018035476570139","2022-12-17T04:35:00","2022-12-18T04:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297873","SVO","B","2023-04-26T15:05:47.657497","NULL","MMK","NULL","SU","320","1327","NULL","1","NULL","NULL","NULL","2022-12-18T04:35:00","2022-12-18T02:10:00","J","ACTIVE","139018035476570140","2022-12-18T04:35:00","2022-12-19T04:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297874","SVO","B","2023-04-26T15:05:47.657497","NULL","MMK","NULL","SU","320","1327","NULL","1","NULL","NULL","NULL","2022-12-19T04:35:00","2022-12-19T02:10:00","J","ACTIVE","139018035476570141","2022-12-19T04:35:00","2022-12-20T04:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297875","SVO","B","2023-04-26T15:05:47.657497","NULL","MMK","NULL","SU","320","1327","NULL","1","NULL","NULL","NULL","2022-12-20T04:35:00","2022-12-20T02:10:00","J","ACTIVE","139018035476570142","2022-12-20T04:35:00","2022-12-21T04:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297877","NJC","NULL","2023-04-26T15:05:47.670013","NULL","SVO","B","SU","32A","1646","NULL","1","NULL","NULL","NULL","2022-12-22T02:30:00","2022-12-21T23:05:00","J","ACTIVE","139018035476700144","2022-12-22T02:30:00","2022-12-23T02:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297878","NJC","NULL","2023-04-26T15:05:47.670013","NULL","SVO","B","SU","32A","1646","NULL","1","NULL","NULL","NULL","2022-12-23T02:30:00","2022-12-22T23:05:00","J","ACTIVE","139018035476700145","2022-12-23T02:30:00","2022-12-24T02:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-22T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297879","NJC","NULL","2023-04-26T15:05:47.670013","NULL","SVO","B","SU","32A","1646","NULL","1","NULL","NULL","NULL","2022-12-24T02:30:00","2022-12-23T23:05:00","J","ACTIVE","139018035476700146","2022-12-24T02:30:00","2022-12-25T02:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-23T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297880","MMK","NULL","2023-04-26T15:05:47.675271","NULL","SVO","B","SU","320","1326","NULL","1","NULL","NULL","NULL","2022-12-17T01:10:00","2022-12-16T22:30:00","J","ACTIVE","139018035476750147","2022-12-17T01:10:00","2022-12-18T01:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297881","MMK","NULL","2023-04-26T15:05:47.675271","NULL","SVO","B","SU","320","1326","NULL","1","NULL","NULL","NULL","2022-12-18T01:10:00","2022-12-17T22:30:00","J","ACTIVE","139018035476750148","2022-12-18T01:10:00","2022-12-19T01:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-17T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297882","MMK","NULL","2023-04-26T15:05:47.675271","NULL","SVO","B","SU","320","1326","NULL","1","NULL","NULL","NULL","2022-12-19T01:10:00","2022-12-18T22:30:00","J","ACTIVE","139018035476750149","2022-12-19T01:10:00","2022-12-20T01:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297883","MMK","NULL","2023-04-26T15:05:47.675271","NULL","SVO","B","SU","320","1326","NULL","1","NULL","NULL","NULL","2022-12-20T01:10:00","2022-12-19T22:30:00","J","ACTIVE","139018035476750150","2022-12-20T01:10:00","2022-12-21T01:09:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C20,Y120","NULL","NULL","NULL","NULL"
"1297884","SVO","B","2023-04-26T15:05:47.682153","NULL","NJC","NULL","SU","32B","1647","NULL","1","NULL","NULL","NULL","2022-12-21T07:25:00","2022-12-21T03:45:00","J","ACTIVE","139018035476820151","2022-12-21T07:25:00","2022-12-22T07:24:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C16,Y167","NULL","NULL","NULL","NULL"
"1297885","SVO","B","2023-04-26T15:05:47.686714","NULL","MMK","NULL","SU","32A","1325","NULL","1","NULL","NULL","NULL","2022-12-16T21:20:00","2022-12-16T18:45:00","J","ACTIVE","139018035476860152","2022-12-16T21:20:00","2022-12-17T21:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297886","MMK","NULL","2023-04-26T15:05:47.691086","NULL","SVO","B","SU","32A","1324","NULL","1","NULL","NULL","NULL","2022-12-16T17:45:00","2022-12-16T15:05:00","J","ACTIVE","139018035476910153","2022-12-16T17:45:00","2022-12-17T17:44:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297887","ASF","NULL","2023-04-26T15:05:47.695663","NULL","SVO","B","SU","32A","1642","NULL","1","NULL","NULL","NULL","2022-12-31T15:00:00","2022-12-31T12:20:00","J","ACTIVE","139018035476950154","2022-12-31T15:00:00","2023-01-01T14:59:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297888","SVO","B","2023-04-26T15:05:47.7002","NULL","ASF","NULL","SU","32A","1643","NULL","1","NULL","NULL","NULL","2022-12-31T18:35:00","2022-12-31T15:50:00","J","ACTIVE","139018035477000155","2022-12-31T18:35:00","2023-01-01T18:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-31T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297901","KHV","NULL","2023-04-26T15:05:47.719768","NULL","SVO","B","SU","77W","1784","NULL","1","NULL","NULL","NULL","2022-12-30T02:25:00","2022-12-29T18:40:00","G","ACTIVE","139018035477190168","2022-12-30T02:25:00","2022-12-31T02:24:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C30,W48,Y324","NULL","NULL","NULL","NULL"
"1297902","MRV","NULL","2023-04-26T15:05:47.724937","NULL","SVO","B","SU","32A","1300","NULL","1","NULL","NULL","NULL","2022-12-16T16:05:00","2022-12-16T12:35:00","J","ACTIVE","139018035477240169","2022-12-16T16:05:00","2022-12-17T16:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-16T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297903","MRV","NULL","2023-04-26T15:05:47.724937","NULL","SVO","B","SU","32A","1300","NULL","1","NULL","NULL","NULL","2022-12-18T16:05:00","2022-12-18T12:35:00","J","ACTIVE","139018035477240170","2022-12-18T16:05:00","2022-12-19T16:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-18T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297904","MRV","NULL","2023-04-26T15:05:47.724937","NULL","SVO","B","SU","32A","1300","NULL","1","NULL","NULL","NULL","2022-12-19T16:05:00","2022-12-19T12:35:00","J","ACTIVE","139018035477240171","2022-12-19T16:05:00","2022-12-20T16:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-19T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297905","MRV","NULL","2023-04-26T15:05:47.724937","NULL","SVO","B","SU","32A","1300","NULL","1","NULL","NULL","NULL","2022-12-20T16:05:00","2022-12-20T12:35:00","J","ACTIVE","139018035477240172","2022-12-20T16:05:00","2022-12-21T16:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-20T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297906","MRV","NULL","2023-04-26T15:05:47.724937","NULL","SVO","B","SU","32A","1300","NULL","1","NULL","NULL","NULL","2022-12-21T16:05:00","2022-12-21T12:35:00","J","ACTIVE","139018035477240173","2022-12-21T16:05:00","2022-12-22T16:04:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-21T03:00:00","NULL","NEW","SSIM","65","C8,Y150","NULL","NULL","NULL","NULL"
"1297907","KGD","NULL","2023-04-26T15:05:47.732046","NULL","SVO","B","SU","32Q","1004","NULL","1","NULL","NULL","NULL","2022-12-27T15:30:00","2022-12-27T12:40:00","J","ACTIVE","139018035477320174","2022-12-27T15:30:00","2022-12-28T15:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-27T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1297908","KGD","NULL","2023-04-26T15:05:47.732046","NULL","SVO","B","SU","32Q","1004","NULL","1","NULL","NULL","NULL","2022-12-29T15:30:00","2022-12-29T12:40:00","J","ACTIVE","139018035477320175","2022-12-29T15:30:00","2022-12-30T15:29:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-29T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
"1297910","SVO","B","2023-04-26T15:05:47.738255","NULL","PKC","NULL","SU","77W","1783","NULL","1","NULL","NULL","NULL","2022-12-30T16:20:00","2022-12-30T07:30:00","G","ACTIVE","139018035477380177","2022-12-30T16:20:00","2022-12-31T16:19:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C30,W48,Y324","NULL","NULL","NULL","NULL"
"1297911","SVO","B","2023-04-26T15:05:47.743206","NULL","KGD","NULL","SU","32Q","1003","NULL","1","NULL","NULL","NULL","2022-12-30T16:35:00","2022-12-30T13:45:00","J","ACTIVE","139018035477430178","2022-12-30T16:35:00","2022-12-31T16:34:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2022-12-30T03:00:00","NULL","NEW","SSIM","65","C12,Y184","NULL","NULL","NULL","NULL"
